INSTITUICAO_ENSINO_ALUNO;NOME;IDADE_ALUNO;ANOS_PM;FASE_TURMA;PONTO_VIRADA;INDE;INDE_CONCEITO;PEDRA;DESTAQUE_IEG;DESTAQUE_IDA;DESTAQUE_IPV;IAA;IEG;IPS;IDA;IPP;IPV;IAN;ANO
Escola Pública;ALUNO-1035;10;0;1C;Não;8.263334666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;9.4;7.5;10.0;7.5;7.166663333333332;5.0;2020
Escola Pública;ALUNO-1036;12;0;1E;Não;4.701666666666667;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.41668;3.3;6.875;0.0;6.458333333333334;6.833326666666666;5.0;2020
Escola Pública;ALUNO-1041;12;1;3M;Não;7.793543333333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;5.4;7.5;8.666666666666666;7.96875;7.79167;10.0;2020
Escola Pública;ALUNO-1046;14;2;3R;Sim;7.993334666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;9.3;7.5;7.666666666666667;8.333333333333334;8.83334;5.0;2020
Escola Pública;ALUNO-1047;13;2;4L;Não;4.833887333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.5;2.1;7.5;0.0;7.916666666666668;5.611103333333333;10.0;2020
Escola Pública;ALUNO-1051;12;1;3F;Não;6.254445333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;2.8;7.5;3.6666666666666665;7.5;7.72222;10.0;2020
Escola Pública;ALUNO-1056;16;1;3L;Não;4.336873833333334;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;3.7;4.375;2.6666666666666665;6.09375;5.0833275;2.5;2020
Escola Pública;ALUNO-1061;12;2;2C;Não;7.940278666666668;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;8.5;6.875;9.0;7.916666666666668;7.555549999999999;5.0;2020
Escola Pública;ALUNO-1067;9;2;0D;Não;8.312502;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;9.5;8.125;7.5;5.0;2020
Escola Pública;ALUNO-1070;10;1;0E;Não;7.633334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;10.0;7.5;9.5;5.0;5.66666;5.0;2020
Escola Pública;ALUNO-1072;12;0;3C;Não;8.193334333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.75001;8.3;7.5;7.333333333333333;8.749999999999998;7.833333333333334;10.0;2020
Rede Decisão/União;ALUNO-1075;14;4;4A;Não;8.796113333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;9.8;10.0;6.666666666666667;8.749999999999998;8.55556;10.0;2020
Escola Pública;ALUNO-1077;8;0;0C;Não;8.254168;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;10.0;7.5;7.5;6.875;6.83333;10.0;2020
Escola Pública;ALUNO-1078;11;1;1J;Não;7.804168000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.416679999999999;8.0;6.875;10.0;7.083333333333334;7.833333333333333;5.0;2020
Escola Pública;ALUNO-1079;10;1;1J;Não;6.602502;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;6.7;7.5;4.25;7.291666666666667;7.666666666666667;5.0;2020
Escola Pública;ALUNO-1081;16;3;5G;Não;5.2535425;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;6.7;3.125;4.0;6.09375;4.2916675;5.0;2020
Escola Pública;ALUNO-1084;8;1;0D;Não;8.308336;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;10.0;4.375;9.0;6.875;7.41667;10.0;2020
Escola Pública;ALUNO-1085;14;1;3M;Não;6.205209666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;5.5;7.5;3.333333333333333;7.96875;7.375;5.0;2020
Escola Pública;ALUNO-1087;11;2;2L;Não;7.635279333333334;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.50002;8.6;7.5;6.0;7.708333333333334;7.222219999999999;10.0;2020
Escola Pública;ALUNO-1088;17;2;5L;Não;6.116945666666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.75001;4.8;7.5;2.6666666666666665;8.541666666666666;8.222223333333334;5.0;2020
Escola Pública;ALUNO-1089;10;1;0B;Sim;8.900004;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;7.5;8.5;10.0;10.00001;5.0;2020
Escola Pública;ALUNO-1090;10;2;1N;Não;6.611668;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.00002;4.6;7.5;8.0;7.083333333333333;7.166663333333332;5.0;2020
Escola Pública;ALUNO-1092;16;1;6A;Não;5.3102075;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;0.0;4.9;7.5;2.0;7.96875;6.9166625;10.0;2020
Rede Decisão/União;ALUNO-1093;16;4;5B;Não;7.297778666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;9.1;7.5;5.333333333333333;8.333333333333332;7.055553333333334;5.0;2020
Escola Pública;ALUNO-1094;13;1;2D;Não;8.041252;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.3;7.5;8.5;7.8125;7.75;5.0;2020
Escola Pública;ALUNO-1095;7;1;0B;Não;9.116669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;10.0;7.5;10.0;7.5;8.083335;10.0;2020
Rede Decisão/União;ALUNO-1097;12;3;3B;Não;7.818543333333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;7.4;7.5;6.666666666666667;7.96875;7.5;10.0;2020
FIAP;ALUNO-1100;15;2;8A;;8.976668;A;Topázio;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9.16668;10.0;7.5;8.9;0.0;0.0;10.0;2020
Escola Pública;ALUNO-1103;13;4;2H;Não;6.394585;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.91668;8.9;4.375;3.5;4.6875;8.583335;5.0;2020
Escola Pública;ALUNO-1105;11;4;1D;Não;7.648752;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.50002;9.4;7.5;7.5;7.1875;7.75;5.0;2020
Escola Pública;ALUNO-1106;10;1;0E;Sim;7.734169;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.000020000000001;9.9;4.375;9.5;2.5;8.833335;5.0;2020
Escola Pública;ALUNO-1110;10;1;1A;Não;7.852501999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;7.7;7.5;8.5;8.125;8.0;5.0;2020
Escola Pública;ALUNO-1112;16;2;6B;Não;6.8100005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;7.91667;5.8;6.25;4.5;7.5;7.9166675;10.0;2020
Escola Pública;ALUNO-1119;8;1;1A;Não;8.541252;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;10.00002;8.8;7.5;9.0;7.8125;7.25;10.0;2020
Rede Decisão/União;ALUNO-1123;15;1;3J;Sim;8.266390000000001;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.33334;8.7;6.875;8.333333333333334;9.166666666666666;9.611113333333332;5.0;2020
Escola Pública;ALUNO-1127;12;2;2B;Sim;7.356669999999999;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.000020000000001;8.2;7.5;6.5;5.0;9.33334;5.0;2020
Rede Decisão/União;ALUNO-1128;14;2;4E;Sim;8.229169833333334;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.16668;5.5;10.0;6.666666666666667;9.375;9.7083425;10.0;2020
Rede Decisão/União;ALUNO-1129;10;1;2F;Não;8.035278666666667;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.000020000000001;9.1;5.0;8.0;7.708333333333334;7.222216666666665;10.0;2020
Escola Pública;ALUNO-1130;11;1;2N;Não;8.788613333333334;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;9.7;6.875;9.0;8.333333333333334;7.888890000000001;10.0;2020
Escola Pública;ALUNO-1131;13;1;3B;Não;7.046043;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;8.1;6.25;4.0;7.34375;6.541665;10.0;2020
Rede Decisão/União;ALUNO-1132;17;1;6C;Não;7.131251333333334;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;8.0;6.25;6.166666666666667;7.8125;8.20834;5.0;2020
Escola Pública;ALUNO-1133;17;1;6A;Não;5.431249666666666;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;0.0;4.5;6.25;5.833333333333333;7.8125;7.291665;5.0;2020
Escola Pública;ALUNO-1134;13;1;3A;Não;7.178543166666667;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;6.7;7.5;4.833333333333333;7.96875;6.8333325;10.0;2020
Escola Pública;ALUNO-1136;14;1;4E;Não;7.737918833333333;B;Ametista;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.58335;7.2;5.0;7.666666666666667;7.8125;7.6250025;10.0;2020
UNISA;ALUNO-1137;19;1;8A;;9.338335;A;Topázio;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;Seu destaque em 2020: As suas boas notas na Faculdade.;;9.58335;10.0;7.5;9.7;0.0;0.0;10.0;2020
Escola Pública;ALUNO-1139;12;1;2C;Não;7.492500666666666;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.91668;8.9;7.5;7.5;7.708333333333334;7.499996666666666;5.0;2020
Escola Pública;ALUNO-1141;13;1;2D;Não;6.9812520000000005;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;8.500020000000001;7.0;7.5;6.0;7.8125;7.5;5.0;2020
Escola Pública;ALUNO-1142;17;3;6A;Não;5.968749333333333;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;7.5;7.0;6.25;3.1666666666666665;7.1875;6.70833;5.0;2020
Escola Pública;ALUNO-1145;15;0;3J;Não;6.225555333333334;C;Ágata;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.16668;6.1;6.875;4.666666666666667;8.125;5.777770000000001;5.0;2020
Escola Pública;ALUNO-1148;16;2;4F;Não;3.0650015;D;Quartzo;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;6.66667;1.2;2.5;0.0;5.0;4.5416725;5.0;2020
Escola Pública;ALUNO-1149;10;1;0E;Não;7.029166999999999;C;Ágata;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;9.50002;10.0;5.625;9.0;2.5;4.833325;5.0;2020
Escola Pública;ALUNO-1150;9;2;1H;Não;8.673890666666669;A;Topázio;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;9.50002;8.8;7.5;9.5;7.916666666666668;7.61111;10.0;2020
Escola Pública;ALUNO-1156;13;1;3B;Não;8.281250333333332;B;Ametista;Seu destaque em 2020: A sua boa entrega das lições de casa.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;8.33334;9.0;7.5;8.666666666666666;7.8125;6.916665;10.0;2020
